TopoID,entryDate,distance,duration,meanSpead,lateness
'TRONROUT0000002223372168','2023-10-12 06:58:00',807392,35104.0,82.0,0.0
'TRONROUT0000002223812627','2023-10-12 06:58:13',3595790,141732.0,91.61195036417588,0.11680604262206636
'TRONROUT0000002223812638','2023-10-12 06:57:00',8940810,346449.0,93.17263312831835,0.2121116543131998
'TRONROUT0000002223812651','2023-10-12 06:57:00',2074224,78768.0,95.0,0.0
'TRONROUT0000002223812883','2023-10-12 06:57:56',5118250,236143.0,91.28979827089337,2.6105475504322766
'TRONROUT0000002223813445','2023-10-12 07:00:46',9850707,410327.0,96.09290531126345,3.8683609206933065
'TRONROUT0000002223813480','2023-10-12 06:58:00',5077710,197340.0,93.0,0.0
'TRONROUT0000002223814462','2023-10-12 06:58:00',8931093,348441.0,92.0,0.0
'TRONROUT0000002223815152','2023-10-12 06:57:41',2857863,115739.0,89.0,0.0
'TRONROUT0000002223815171','2023-10-12 06:59:56',1605134,66267.0,87.0,0.0
'TRONROUT0000002223815177','2023-10-12 07:00:45',2150315,83244.0,92.99481006271174,0.0004324947740214806
'TRONROUT0000002223815183','2023-10-12 06:59:38',1329433,52154.0,91.80395852968897,0.022216238050356805
'TRONROUT0000002223815601','2023-10-12 06:59:00',3118176,108270.0,104.0,0.0
'TRONROUT0000002223815613','2023-10-12 06:59:15',4899228,173424.0,102.0,0.0
'TRONROUT0000002223816347','2023-10-12 06:59:44',10877145,494699.0,91.81793292265571,15.72060232717317
'TRONROUT0000002223816594','2023-10-12 06:58:00',5419008,193536.0,101.0,0.0
'TRONROUT0000002223816605','2023-10-12 06:58:27',173892,6740.0,93.0,0.0
